Fiscal_Year,Ministry,Sector,Budget_Allocation,GDP_Growth_Rate,Inflation_CPI,Fiscal_Deficit_GDP,Current_Account_GDP,Exchange_Rate_USD,Crude_Oil_Price,Economic_Crisis,Election_Year,High_Inflation,Budget_MA_3,Budget_MA_5,Budget_YoY_Growth
05-06,Youth Affairs and Sports,Culture & Tourism,506.99,9.3,4.2,-4.0,-1.2,44.1,54.5,0,0,0,506.99,506.99,
06-07,Youth Affairs and Sports,Culture & Tourism,669.0,9.3,6.1,-3.4,-1.0,45.3,65.1,0,0,0,587.995,587.995,31.955265389849895
07-08,Youth Affairs and Sports,Culture & Tourism,780.0,9.8,8.4,-2.5,-1.3,40.3,72.4,0,0,1,651.9966666666667,651.9966666666667,16.59192825112108
09-10,Youth Affairs and Sports,Culture & Tourism,3073.0,8.5,12.0,-6.5,-2.8,47.4,61.7,0,1,1,1507.3333333333333,1257.2475,293.974358974359
10-11,Youth Affairs and Sports,Culture & Tourism,3565.0,10.3,7.0,-4.8,-4.2,50.0,79.5,0,0,0,2472.6666666666665,1718.798,16.01041327692809
11-12,Youth Affairs and Sports,Culture & Tourism,1121.0,6.6,8.9,-5.7,-1.0,54.4,94.9,0,0,1,2586.3333333333335,1841.6,-68.55539971949509
12-13,Youth Affairs and Sports,Culture & Tourism,1152.0,5.5,9.3,-4.5,-1.7,58.6,109.5,0,0,1,1946.0,1938.2,2.7653880463871516
13-14,Youth Affairs and Sports,Culture & Tourism,1219.0,6.4,5.8,-4.1,-1.0,61.0,105.9,0,0,0,1164.0,2026.0,5.815972222222232
15-16,Youth Affairs and Sports,Culture & Tourism,1398.84,8.0,5.2,-3.9,-1.0,64.2,43.7,0,0,0,1256.6133333333335,1691.1680000000001,14.753076292042655
16-17,Youth Affairs and Sports,Culture & Tourism,1592.0,8.3,4.9,-3.5,-2.1,67.2,54.2,0,0,0,1403.28,1296.568,13.808584255526025
17-18,Youth Affairs and Sports,Culture & Tourism,1943.21,4.0,6.2,-3.1,-0.9,70.1,64.2,0,0,0,1644.6833333333334,1461.01,22.0609296482412
18-19,Youth Affairs and Sports,Culture & Tourism,2196.35,-6.6,6.6,-9.2,0.9,74.1,41.8,0,0,0,1910.5199999999998,1669.8799999999999,13.026898791175423
19-20,Youth Affairs and Sports,Culture & Tourism,2216.92,8.7,5.5,-6.7,-1.2,73.0,70.9,0,1,0,2118.8266666666664,1869.464,0.9365538279418217
20-21,Youth Affairs and Sports,Culture & Tourism,2826.92,7.0,5.1,-3.4,-0.4,78.0,77.2,1,0,0,2413.3966666666665,2155.08,27.515652346498754
21-22,Youth Affairs and Sports,Culture & Tourism,2596.14,6.1,4.3,-3.8,-2.1,79.4,52.8,0,0,0,2546.66,2355.908,-8.163655144114445
22-23,Youth Affairs and Sports,Culture & Tourism,3062.6,4.2,5.7,-3.2,-0.2,82.7,94.3,0,0,0,2828.5533333333333,2579.786,17.967443974516016
23-24,Youth Affairs and Sports,Culture & Tourism,3397.32,6.8,6.8,-3.1,-1.5,83.3,81.7,0,0,0,3018.6866666666665,2819.98,10.929275778750092
